country,billing_city,billing_region,sum,latitude,longitude
United States,Ludowici,Georgia,34,31.770477,-81.745315
United States,Cuthbert,Georgia,9.995,31.771111,-84.789444
United States,Robeline,Louisiana,24.995,31.771453,-93.320972
United States,Allenhurst,Georgia,159.71,31.774059,-81.618577
United States,West,Texas,47.49,31.775385,-97.125843
United States,Baxley,Georgia,18.995,31.783663,-82.348643
United States,Converse,Louisiana,1.125,31.785153,-93.71569
United States,Center,Texas,58.74,31.786468,-94.186947
United States,Rebecca,Georgia,8,31.797921,-83.523478
United States,Clifton,Texas,49.99,31.799689,-97.515282
United States,Fort Bliss,Texas,39.175,31.801667,-106.424444
United States,Rusk,Texas,72.28,31.80976,-95.173156
United States,Greenville,Alabama,9,31.810036,-86.622919
United States,Coleman,Texas,32.495,31.828651,-99.427007
United States,Taylorsville,Mississippi,83.38,31.839388,-89.404875
United States,Odessa,Texas,1842.8,31.8465,-102.3663
United States,Santa Teresa,New Mexico,37.245,31.848,-106.6346
United States,Hinesville,Georgia,483.39,31.8488,-81.5971
United States,Garden City,Texas,21.25,31.849078,-101.526912
United States,Magee,Mississippi,54.985,31.849513,-89.750325
United States,Sicily Island,Louisiana,42.485,31.850734,-91.680711
United States,Green Valley,Arizona,75.99,31.854271,-111.000253
United States,Kermit,Texas,62.985,31.85496,-103.091269
United States,Hazlehurst,Georgia,74.605,31.860569,-82.590947
United States,Gilbertown,Alabama,22.495,31.866602,-88.326514
United States,Heidelberg,Mississippi,9,31.882031,-88.998052
United States,Campti,Louisiana,38.985,31.895851,-93.093572
United States,Richmond Hill,Georgia,430.6,31.896152,-81.294026
United States,Dawson,Texas,32.49,31.897429,-96.708483
United States,Eufaula,Alabama,45,31.905063,-85.165605
United States,Comanche,Texas,26.995,31.911637,-98.608227
United States,Winnfield,Louisiana,10.62,31.921389,-92.636646
United States,Montalba,Texas,70.095,31.922165,-95.75926
United States,Anthony,New Mexico,47.34,31.934505,-106.573452
United States,Sahuarita,Arizona,582.31,31.945169,-111.000154
United States,Glennville,Georgia,20,31.946708,-81.948313
United States,Mendenhall,Mississippi,24.995,31.949425,-89.809494
United States,Laneville,Texas,24.995,31.950821,-94.866027
United States,May,Texas,24.995,31.957082,-98.965646
United States,Whitney,Texas,37.49,31.959201,-97.33495
United States,Hico,Texas,9.995,31.959718,-98.024933
United States,Jacksonville,Texas,161.72,31.96177,-95.270328
United States,Cordele,Georgia,72.085,31.963333,-83.7825
United States,Fort Stewart,Georgia,181.14,31.979085,-81.440489
United States,Midland,Texas,6673.07,31.989636,-102.06261
United States,Anthony,Texas,9.995,31.990718,-106.597625
United States,Crystal Springs,Mississippi,4.245,31.993329,-90.374439
United States,Chaparral,New Mexico,70.985,32.003333,-106.603333
United States,Tybee Island,Georgia,21.25,32.006797,-80.850938
United States,Pachuta,Mississippi,25.995,32.008105,-88.865293
United States,Grayson,Louisiana,77.49,32.012108,-91.974615
United States,Hillsboro,Texas,162.715,32.014942,-97.119791
United States,Grady,Alabama,24.995,32.019397,-86.129246
United States,Gary,Texas,9.995,32.019848,-94.281501
United States,Mansfield,Louisiana,49.11,32.023863,-93.698045
United States,Gardendale,Texas,7.495,32.024476,-102.357237
United States,Frost,Texas,24.98,32.027545,-96.768437
United States,Corsicana,Texas,249.7,32.0322,-96.3483
United States,Gilbert,Louisiana,42.49,32.034943,-91.592026
United States,Vail,Arizona,872.245,32.035926,-110.88375
United States,Uvalda,Georgia,27.995,32.048271,-82.508879
United States,Coushatta,Louisiana,47.475,32.050099,-93.315644
United States,Reidsville,Georgia,8.5,32.054759,-82.147809
United States,Newellton,Louisiana,45.485,32.065621,-91.257771
United States,Quitman,Mississippi,65.485,32.066845,-88.678803
United States,Savannah,Georgia,2710.635,32.067631,-81.102394
United States,Butler,Alabama,37.49,32.082906,-88.206391
United States,Dublin,Texas,29.995,32.090873,-98.345469
United States,Barry,Texas,16.2,32.101356,-96.625141
United States,Kopperl,Texas,116.595,32.103491,-97.542085
United States,Troup,Texas,24.995,32.104003,-95.122656
United States,Pooler,Georgia,617.675,32.114931,-81.251958
United States,Bloomingdale,Georgia,27.175,32.117654,-81.308465
United States,Ellabell,Georgia,27.485,32.127304,-81.498302
United States,Mathews,Alabama,110.72,32.128288,-86.041262
United States,Bullard,Texas,135.81,32.135745,-95.375045
United States,Stanton,Texas,29.745,32.139992,-101.809887
United States,Ashland,Louisiana,34.995,32.141667,-93.098056
United States,Mesquite,New Mexico,89.98,32.145958,-106.667626
United States,Milford,Texas,15.995,32.148198,-96.96115
United States,Fitzpatrick,Alabama,132.44,32.151607,-85.888329
United States,Henderson,Texas,864.76,32.152375,-94.791962
United States,Florence,Mississippi,9.995,32.153002,-90.121672
United States,Carthage,Texas,242.405,32.154379,-94.352721
United States,San Miguel,New Mexico,19.99,32.155278,-106.734444
United States,Stonewall,Mississippi,7.495,32.156396,-88.774827
United States,Saline,Louisiana,4.995,32.156604,-92.948606
United States,Pembroke,Georgia,103.08,32.157088,-81.553341
United States,Winnsboro,Louisiana,18,32.159229,-91.710845
United States,Covington,Texas,19.99,32.159538,-97.259091
United States,Keatchie,Louisiana,20.985,32.162173,-93.951046
United States,Hilton Head Island,South Carolina,57.435,32.1632,-80.7533
United States,Lyons,Georgia,32.235,32.171148,-82.307783
United States,Gloster,Louisiana,60.495,32.191705,-93.829309
United States,Byram,Mississippi,40.595,32.1932,-90.2708
United States,Vidalia,Georgia,204.94,32.193408,-82.406724
United States,Athens,Texas,356.815,32.193499,-95.84318
United States,Pinehurst,Georgia,8.5,32.196692,-83.720853
United States,Flint,Texas,190.615,32.207927,-95.394848
United States,Eastman,Georgia,24.995,32.208425,-83.185959
United States,Tucson,Arizona,11598.595,32.213873,-110.969445
United States,Stephenville,Texas,616.205,32.221372,-98.222407
United States,Whitehouse,Texas,106.48,32.221958,-95.226552
United States,Hope Hull,Alabama,8.5,32.224256,-86.393189
United States,Rice,Texas,24.995,32.225788,-96.460613
United States,Glen Rose,Texas,14.99,32.229762,-97.762911
United States,Deming,New Mexico,24.995,32.231808,-107.746559
United States,Tuscola,Texas,46.245,32.234955,-99.82439
United States,Rincon,Georgia,200.905,32.235632,-81.287777
United States,New London,Texas,75.48,32.238611,-94.940278
United States,Raymond,Mississippi,30.995,32.23922,-90.424088
United States,Arp,Texas,29.995,32.241758,-95.063908
United States,Big Spring,Texas,336.615,32.241767,-101.467517
United States,Castor,Louisiana,17,32.245181,-93.093576
United States,Jonesboro,Louisiana,139.395,32.248292,-92.694425
United States,Bluffton,South Carolina,306.115,32.251275,-80.872079
United States,Rio Vista,Texas,19.99,32.253168,-97.367825
United States,Overton,Texas,31.5,32.269041,-94.952914
United States,Chandler,Texas,99.99,32.270638,-95.502531
United States,Nemo,Texas,25.5,32.271312,-97.656668
United States,Pearl,Mississippi,107.425,32.276837,-90.102714
United States,Hawkinsville,Georgia,25.485,32.277834,-83.494763
United States,Grandview,Texas,157.22,32.277856,-97.235069
United States,Forreston,Texas,79.99,32.281131,-96.887522
United States,Oglethorpe,Georgia,57.48,32.284186,-84.082991
United States,Stonewall,Louisiana,47.495,32.284758,-93.800277
United States,Jackson,Mississippi,1324.055,32.293502,-90.186655
United States,Coahoma,Texas,5.495,32.294215,-101.319681
United States,Eustace,Texas,37.99,32.296485,-96.013693
United States,Cusseta,Georgia,8.5,32.299026,-84.764537
United States,Jackson,Mississippi,1324.055,32.2999,-90.1843
United States,Montezuma,Georgia,64.98,32.302615,-84.004139
United States,Brandon,Mississippi,813.245,32.303803,-89.964029
United States,Fairacres,New Mexico,72.735,32.303889,-106.846111
United States,Seale,Alabama,94.975,32.305339,-85.167733
United States,Mabank,Texas,78.97,32.307513,-96.129524
United States,Guyton,Georgia,558.99,32.31399,-81.389593
United States,Lordsburg,New Mexico,19.995,32.314032,-108.754657
United States,Keithville,Louisiana,546.235,32.316059,-93.888138
United States,Flowood,Mississippi,32.985,32.3165,-90.1105
United States,Pelahatchie,Mississippi,20.245,32.317994,-89.79135
United States,Hickory,Mississippi,100.23,32.320012,-89.009254
United States,Andrews,Texas,169.195,32.320125,-102.540926
United States,Las Cruces,New Mexico,1288.725,32.321641,-106.746034
United States,Tyler,Texas,1643.97,32.325366,-95.292179
United States,Murchison,Texas,22.5,32.325732,-95.77372
United States,Vicksburg,Mississippi,189.345,32.325824,-90.85065
United States,Tatum,Texas,144.845,32.326569,-94.596027
United States,Okatie,South Carolina,35.99,32.327778,-80.847778
United States,Ennis,Texas,175.205,32.332102,-96.622363
United States,Elko,Georgia,101.225,32.333648,-83.730388
United States,Pike Road,Alabama,128.885,32.335705,-86.09589
United States,Clinton,Mississippi,9.995,32.341079,-90.322893
United States,Fort Mitchell,Alabama,97.465,32.341389,-85.021667
United States,Cleburne,Texas,485.68,32.342891,-97.397957
United States,Meridian,Mississippi,201.52,32.357441,-88.655973
United States,Rentz,Georgia,33.995,32.363834,-82.913987
United States,Mabank,Texas,78.97,32.366389,-96.100556
United States,Kemp,Texas,57.49,32.369146,-96.257768
United States,Fort Benning,Georgia,305.165,32.369728,-84.945264
United States,Willcox,Arizona,24.995,32.372977,-109.863111
United States,Montgomery,Alabama,930.26,32.3743,-86.3118
United States,Waxahachie,Texas,1205.595,32.380796,-96.837398
United States,Kilgore,Texas,152.96,32.383557,-94.865271
United States,Dona Ana,New Mexico,22.5,32.386667,-106.816667
United States,Soperton,Georgia,19.99,32.386861,-82.587098
United States,Elm Grove,Louisiana,9.995,32.388628,-93.502615
United States,Baird,Texas,78.475,32.391557,-99.37766
United States,Cochran,Georgia,24.995,32.398066,-83.322886
United States,Eros,Louisiana,160.065,32.398822,-92.34795
United States,Eastland,Texas,185.215,32.399418,-98.807101
United States,Bluff Dale,Texas,22.495,32.401791,-98.163775
United States,Marana,Arizona,773.085,32.404749,-111.273621
United States,Phenix City,Alabama,495.36,32.407816,-85.095082
United States,Carlsbad,New Mexico,668.88,32.411867,-104.239539
United States,Springfield,Georgia,175.025,32.4121,-81.326435
United States,Ridgeland,Mississippi,377.71,32.412165,-90.120697
United States,Dyess Afb,Texas,47.735,32.418956,-99.82214
United States,Selma,Alabama,114.48,32.419719,-87.024527
United States,Greenwood,Louisiana,53.735,32.424025,-93.969252
United States,Granbury,Texas,286.29,32.42505,-97.774173
United States,Godley,Texas,73.485,32.428174,-97.534865
United States,Venus,Texas,191.865,32.432975,-97.108734
United States,Beaufort,South Carolina,1000.005,32.4335,-80.6728
United States,Morton,Mississippi,10.245,32.436105,-89.551222
United States,Eunice,New Mexico,24.995,32.439225,-103.159407
United States,Alvarado,Texas,207.47,32.439499,-97.212971
United States,Statesboro,Georgia,164.57,32.440841,-81.773956
United States,Merkel,Texas,19.99,32.444371,-99.992443
United States,Tye,Texas,19.99,32.447728,-99.868434
United States,Perry,Georgia,128.285,32.46051,-83.728258
United States,Autaugaville,Alabama,27.17,32.462462,-86.714938
United States,Winona,Texas,144.965,32.466163,-95.124624
United States,Joshua,Texas,316.685,32.466252,-97.401123
United States,Conehatta,Mississippi,63.88,32.466974,-89.268956
United States,Madison,Mississippi,326.73,32.467065,-90.108744
United States,Waskom,Texas,58.99,32.467183,-94.137884
United States,Kathleen,Georgia,149.77,32.467218,-83.61284
United States,Abilene,Texas,2344.075,32.468155,-99.718208
United States,Rayville,Louisiana,49.985,32.468938,-91.7643
United States,Sweetwater,Texas,38.985,32.472589,-100.397908
United States,Columbus,Georgia,1988.245,32.473035,-84.979456
United States,Bailey,Mississippi,34.985,32.475417,-88.699086
United States,Midlothian,Texas,1080.355,32.475743,-96.993551
United States,Prattville,Alabama,327.765,32.478695,-86.42997
United States,Scurry,Texas,59.16,32.48184,-96.392451
United States,Phenix City,Alabama,495.36,32.484,-85.0911
United States,San Luis,Arizona,43.99,32.486944,-114.781389
United States,Demopolis,Alabama,9.995,32.490792,-87.839669
United States,Ridgeland,South Carolina,46.495,32.491938,-80.949435
United States,Millbrook,Alabama,206.425,32.499485,-86.364125
United States,Lauderdale,Mississippi,21.25,32.502186,-88.495569
United States,Shreveport,Louisiana,1808.545,32.503743,-93.748696
United States,Lipan,Texas,22.495,32.507218,-97.953614
United States,Hallsville,Texas,119.98,32.507283,-94.533308
United States,Canton,Texas,9,32.514301,-95.904657
United States,Barksdale Afb,Louisiana,33.995,32.514313,-93.638172
United States,Red Oak,Texas,344.69,32.516096,-96.820337
United States,Lindale,Texas,545.23,32.517152,-95.429932
United States,Smiths Station,Alabama,148.41,32.520072,-85.100027
United States,Ferris,Texas,5.495,32.52232,-96.664321
United States,Calhoun,Louisiana,108.48,32.524791,-92.329929
United States,Longview,Texas,657.395,32.526854,-94.72328
United States,Seabrook,South Carolina,87.475,32.526884,-80.740793
United States,Van,Texas,47.49,32.528265,-95.654538
United States,Monroe,Louisiana,609.76,32.528551,-92.106104
United States,Cresson,Texas,89.985,32.530714,-97.651931
United States,Ruston,Louisiana,121.16,32.530823,-92.643927
United States,Burleson,Texas,1195.675,32.531624,-97.308959
United States,West Monroe,Louisiana,564.635,32.531726,-92.175971
United States,Marshall,Texas,336.925,32.53378,-94.36191
United States,White Oak,Texas,56.995,32.537232,-94.862115
United States,Union,Mississippi,9.995,32.537329,-89.049522
United States,Notasulga,Alabama,5.495,32.543727,-85.68707
United States,Bossier City,Louisiana,1321.785,32.544924,-93.703826
United States,Wetumpka,Alabama,644,32.54509,-86.188039
United States,Kaufman,Texas,67.485,32.54599,-96.285239
United States,Bonaire,Georgia,637.775,32.546037,-83.604736
United States,Dublin,Georgia,19.99,32.547794,-82.90368
United States,Gordon,Texas,157.735,32.547828,-98.363211
United States,Haughton,Louisiana,269.675,32.550732,-93.565742
United States,San Ysidro,California,87.735,32.551944,-117.042222
United States,Reynolds,Georgia,11.25,32.55411,-84.101134
United States,Moran,Texas,21.25,32.554909,-99.165567
United States,Choudrant,Louisiana,57.485,32.555627,-92.522419
United States,Upatoi,Georgia,25.92,32.560057,-84.744819
United States,Midland,Georgia,450.735,32.561587,-84.855851
United States,Somerton,Arizona,24.995,32.563398,-114.7127
United States,Cloudcroft,New Mexico,9,32.574067,-105.939028
United States,Mansfield,Texas,1057.815,32.577258,-97.141551
United States,Imperial Beach,California,310.165,32.578289,-117.11478
United States,Crowley,Texas,742.62,32.581398,-97.370306
United States,Swainsboro,Georgia,24.995,32.581938,-82.338668
United States,Cedar Hill,Texas,632.495,32.58847,-96.943802
United States,Livingston,Alabama,30.24,32.588509,-88.173592
United States,Danville,Georgia,19.125,32.593017,-83.303298
United States,Desoto,Texas,297.525,32.593167,-96.854721
United States,Warner Robins,Georgia,664.77,32.593365,-83.641578
United States,Hawley,Texas,24.985,32.594965,-99.795994
United States,Crandall,Texas,59.495,32.597465,-96.46369
United States,Wilmer,Texas,85.635,32.598133,-96.68376
United States,Oracle,Arizona,56.495,32.600506,-110.796126
United States,Garfield,Georgia,34.985,32.600776,-82.085599
United States,Auburn,Alabama,955.14,32.602043,-85.489001
United States,Twin City,Georgia,8.5,32.612926,-82.197856
United States,Deatsville,Alabama,73.465,32.613405,-86.338211
United States,Dulzura,California,8.5,32.615172,-116.728523
United States,Lancaster,Texas,257.525,32.616056,-96.782997
United States,Epps,Louisiana,19.99,32.616099,-91.49135
United States,Big Sandy,Texas,15.49,32.61682,-95.088034
United States,Plantersville,Alabama,70.24,32.617608,-86.947531
United States,Canton,Mississippi,184.955,32.620543,-90.006079
United States,Salem,Alabama,95.105,32.621157,-85.183966
United States,Ira,Texas,44.99,32.621274,-101.025419
United States,Oak Ridge,Louisiana,52.99,32.624317,-91.761785
United States,Opelika,Alabama,277.325,32.627771,-85.358629
United States,Fortson,Georgia,143.53,32.628841,-85.001654
United States,Minden,Louisiana,149.045,32.632281,-93.288587
United States,Arlington,Texas,4575.14,32.6336,-97.1469
United States,Centerville,Georgia,71.245,32.634375,-83.676773
United States,Marbury,Alabama,21.25,32.639373,-86.510138
United States,Chula Vista,California,6065.2,32.64,-117.0833
United States,Yemassee,South Carolina,62.5,32.642983,-80.812932
United States,Kennedale,Texas,64.24,32.64316,-97.213853
United States,Hawkins,Texas,7.995,32.643901,-95.222015
United States,Marion,Alabama,22.495,32.646301,-87.331437
United States,Byron,Georgia,60.5,32.647384,-83.762244
United States,Hurley,New Mexico,9.995,32.64799,-108.15162
United States,Downsville,Louisiana,218.43,32.652508,-92.374471
United States,Seagoville,Texas,224.115,32.652522,-96.557967
United States,Eclectic,Alabama,20,32.65419,-86.031614
United States,Harleton,Texas,27.985,32.657858,-94.465165
United States,Duncanville,Texas,339.4,32.65873,-96.911392
United States,Campo,California,44.985,32.660491,-116.490459
United States,Ellerslie,Georgia,102.74,32.661718,-84.877197
United States,Mooringsport,Louisiana,24.995,32.66258,-93.973018
United States,Mineola,Texas,217.525,32.666059,-95.487032
United States,Bonita,California,311.185,32.667143,-117.022065
United States,Boulevard,California,4.95,32.671934,-116.319982
United States,National City,California,1286.445,32.674916,-117.089747
United States,Waverly Hall,Georgia,13.945,32.679326,-84.742463
United States,Coronado,California,436.095,32.68069,-117.169823
United States,Calexico,California,470.005,32.683227,-115.502815
United States,Dubach,Louisiana,134.98,32.694893,-92.678543
United States,Benton,Louisiana,332.175,32.697617,-93.69095
United States,Heber,California,40.5,32.698918,-115.428281
United States,Edgewood,Texas,48.995,32.700326,-95.878011
United States,Aledo,Texas,548.345,32.700351,-97.603885
United States,Yuma,Arizona,1068.56,32.701507,-114.642362
United States,Diana,Texas,57.835,32.704585,-94.698122
United States,Kite,Georgia,8.92,32.707833,-82.527361
United States,Johns Island,South Carolina,198.11,32.709697,-80.094294
United States,Terrell,Texas,198.7,32.714292,-96.251342
United States,Snyder,Texas,87.745,32.715105,-100.907485
United States,Jamul,California,44.94,32.716289,-116.832332
United States,San Diego,California,36849.705,32.71852,-117.159316
United States,Albany,Texas,24.995,32.719005,-99.319581
United States,Seminole,Texas,462.955,32.721045,-102.682761
United States,Hobbs,New Mexico,581.485,32.72217,-103.137246
United States,Hollywood,South Carolina,7.495,32.722306,-80.259566
United States,Gilmer,Texas,283.205,32.724565,-94.971434
United States,Wills Point,Texas,41.485,32.72834,-96.00788
United States,Lemon Grove,California,297.44,32.73323,-117.032646
United States,Lamesa,Texas,19.12,32.736677,-101.956914
United States,Hamilton,Georgia,102.975,32.741795,-84.884753
United States,Spring Valley,California,1233.37,32.7447,-116.998
United States,Fort Worth,Texas,13721.19,32.7469,-97.3268
United States,Anson,Texas,47.49,32.748894,-99.895301
United States,Forney,Texas,1503.625,32.749055,-96.459759
United States,Wellton,Arizona,54.99,32.749251,-114.176616
United States,Eloy,Arizona,264.42,32.750929,-111.583275
United States,Breckenridge,Texas,248.475,32.753166,-98.909882
United States,Farmerville,Louisiana,29.985,32.753378,-92.317955
United States,Arizona City,Arizona,76.995,32.755833,-111.670278
United States,Philadelphia,Mississippi,66.49,32.757224,-89.115371
United States,Verbena,Alabama,9.995,32.759565,-86.543753
United States,La Mesa,California,2343.37,32.760431,-117.011541
United States,Sullivans Island,South Carolina,43.245,32.763652,-79.839905
United States,Grand Prairie,Texas,1434.29,32.76488,-97.01121
United States,Alba,Texas,8.5,32.765235,-95.597102
United States,Mesquite,Texas,1067.845,32.767821,-96.608219
United States,Sylvania,Georgia,37.49,32.77627,-81.633394
United States,Lizella,Georgia,308.22,32.777316,-83.825009
United States,El Cajon,California,3113.65,32.777726,-116.919055
United States,Charleston,South Carolina,5317.76,32.779506,-79.937069
United States,Santa Clara,New Mexico,412.095,32.779767,-108.162698
United States,Ore City,Texas,9.995,32.785588,-94.751401
United States,Ravenel,South Carolina,55.855,32.788088,-80.222346
United States,El Centro,California,198.52,32.789332,-115.566508
United States,Bastrop,Louisiana,32.495,32.789382,-91.90776
United States,Silver City,New Mexico,166.485,32.789986,-108.274916
United States,Dallas,Texas,30032.555,32.790439,-96.80439
United States,Duncan,Arizona,168.465,32.793976,-109.129575
United States,Isle Of Palms,South Carolina,8.5,32.794252,-79.772949
United States,Sunnyvale,Texas,307.68,32.801922,-96.567004
United States,Quitman,Texas,42.5,32.804862,-95.430161
United States,Lake Providence,Louisiana,5.495,32.807067,-91.19057
United States,Haltom City,Texas,311.195,32.808742,-97.270891
United States,Mineral Wells,Texas,294.18,32.810283,-98.063051
United States,Valley,Alabama,164.995,32.811349,-85.174911
United States,Mount Pleasant,South Carolina,1430.78,32.816211,-79.852031
United States,Thatcher,Arizona,551.25,32.819902,-109.730245
United States,Valley,Alabama,164.995,32.820833,-85.170833
United States,Bernice,Louisiana,53.995,32.821024,-92.626269
United States,Hurst,Texas,439.605,32.821107,-97.175613
United States,Toomsboro,Georgia,9.995,32.821895,-83.084427
United States,Dadeville,Alabama,18.995,32.82239,-85.770395
United States,Alpine,California,588.295,32.828161,-116.754328
United States,Safford,Arizona,120.14,32.829491,-109.626641
United States,Culloden,Georgia,29.995,32.830078,-84.045628
United States,West Point,Georgia,29.995,32.833683,-85.119714
United States,Pine Valley,California,121.96,32.835047,-116.512733
United States,Clanton,Alabama,45.5,32.835532,-86.642472
United States,Artesia,New Mexico,101.09,32.838355,-104.407401
United States,Irving,Texas,2718.61,32.842,-96.9719
United States,Weatherford,Texas,915.2,32.8435,-97.7047
United States,Macon,Georgia,1396.205,32.84386,-83.598686
United States,La Jolla,California,724.625,32.845488,-117.25208
United States,Imperial,California,489.36,32.846954,-115.572984
United States,Santee,California,2379.595,32.848636,-116.986154
United States,North Charleston,South Carolina,682.58,32.851206,-79.976442
United States,Bedford,Texas,729.185,32.853579,-97.135797
United States,Preston,Mississippi,122.625,32.853659,-88.813013
United States,North Richland Hills,Texas,1277.12,32.853966,-97.220714
United States,Lakeside,California,1296.275,32.856181,-116.920089
United States,Euless,Texas,874.815,32.858172,-97.083212
United States,Lanett,Alabama,29.995,32.861609,-85.21608
United States,Holloman Air Force Base,New Mexico,53.47,32.862093,-106.07845
United States,Vivian,Louisiana,9.995,32.866844,-93.987312
United States,Manchester,Georgia,200.105,32.8721,-84.631166
United States,Oak Grove,Louisiana,19.125,32.872258,-91.412905
United States,Hampton,South Carolina,49.98,32.87288,-81.097333
United States,Descanso,California,9.995,32.872971,-116.602732
United States,Rockford,Alabama,19.99,32.877957,-86.240006
United States,Hamlin,Texas,118.46,32.879893,-100.128014
United States,Colleyville,Texas,318.08,32.88721,-97.146026
United States,Marion,Louisiana,5.495,32.888155,-92.25706
United States,Eutaw,Alabama,22.495,32.888871,-87.930297
United States,Azle,Texas,444.405,32.8925,-97.536667
United States,Casa Grande,Arizona,339.99,32.892667,-111.756093
United States,Alamogordo,New Mexico,707.77,32.893186,-105.948544
United States,Walterboro,South Carolina,47.495,32.897367,-80.679225
United States,Quinlan,Texas,10.995,32.898347,-96.126083
United States,Thomaston,Georgia,265.735,32.901534,-84.3324
United States,Rowlett,Texas,703.55,32.9027,-96.5636
United States,Azle,Texas,444.405,32.903453,-97.541153
United States,Gordon,Georgia,92.18,32.909212,-83.320416
United States,Pima,Arizona,89.98,32.909661,-109.856009
United States,Winnsboro,Texas,88.98,32.91462,-95.27265
United States,Garland,Texas,1974.635,32.922744,-96.624804
United States,Thorsby,Alabama,29.995,32.923755,-86.746724
United States,Rockwall,Texas,1316.735,32.931111,-96.459444
United States,Grapevine,Texas,913.025,32.93143,-97.096203
United States,North Charleston,South Carolina,682.58,32.933096,-80.086463
United States,Keller,Texas,1199.105,32.934444,-97.251389
United States,Round O,South Carolina,24.995,32.940516,-80.573882
United States,Fate,Texas,376.375,32.941389,-96.381111
United States,Alexander City,Alabama,47.475,32.941445,-85.951086
United States,Sarepta,Louisiana,47.245,32.943361,-93.440407
United States,Stamford,Texas,9.995,32.945323,-99.78593
United States,Centreville,Alabama,100.18,32.950324,-87.11924
United States,Lovington,New Mexico,162.725,32.951166,-103.348849
United States,Haslet,Texas,980.25,32.955734,-97.337185
United States,Southlake,Texas,622.92,32.956456,-97.148066
United States,Coolidge,Arizona,152.365,32.957399,-111.534378
United States,Addison,Texas,315.055,32.961667,-96.828889
United States,Charleston,South Carolina,5317.76,32.962223,-79.86533
United States,Pittsburg,Texas,130.73,32.96231,-94.960337
United States,Royse City,Texas,806.17,32.962778,-96.36484
United States,Carrollton,Texas,2507.56,32.965736,-96.882464
United States,Richardson,Texas,2811.46,32.965986,-96.745249
United States,Springtown,Texas,235.32,32.966021,-97.634951
United States,Coppell,Texas,996.45,32.96727,-96.980516
United States,Denver City,Texas,42.685,32.971114,-102.831251
United States,Del Mar,California,129.47,32.971474,-117.237314
United States,Sachse,Texas,328.875,32.973576,-96.591472
United States,Poway,California,957.09,32.975619,-117.040223
United States,La Luz,New Mexico,4.995,32.977449,-105.953397
United States,Moundville,Alabama,48.615,32.978853,-87.615134
United States,Brawley,California,699.89,32.979181,-115.529613
United States,Jemison,Alabama,46.245,32.980539,-86.718052
United States,Roanoke,Texas,389.27,32.98639,-97.205346
United States,Sandersville,Georgia,17.99,32.986972,-82.816934
United States,Maricopa,Arizona,504.64,32.987379,-112.075228
United States,Goose Creek,South Carolina,888.295,32.988699,-80.019948
United States,Lone Oak,Texas,24.75,32.991571,-95.943412
United States,Ladson,South Carolina,580.15,32.993019,-80.125701
United States,Solana Beach,California,479.88,32.993739,-117.2598
United States,Dallas,Texas,30032.555,32.996848,-96.792113
United States,Florence,Arizona,266.01,32.996881,-111.361234
United States,Springhill,Louisiana,30.995,33.00054,-93.459563
United States,Carrollton,Texas,2507.56,33.003294,-96.881988
United States,Wylie,Texas,1663.735,33.004102,-96.539383
United States,Linden,Texas,29.75,33.004821,-94.360509
United States,Newark,Texas,74.72,33.007099,-97.510696
United States,Gray,Georgia,49.985,33.017177,-83.539951
United States,Rancho Santa Fe,California,232.435,33.0231,-117.1996
United States,Flower Mound,Texas,1213.01,33.0238,-97.1044
United States,Cardiff By The Sea,California,82.475,33.025265,-117.274371
United States,Lavon,Texas,34.995,33.0275,-96.433889
United States,Summerville,South Carolina,1759.655,33.028045,-80.173852
United States,Ramona,California,707.61,33.029349,-116.853548
United States,Daingerfield,Texas,83.85,33.031263,-94.735899
United States,Daviston,Alabama,22.495,33.033471,-85.753831
United States,Lagrange,Georgia,90.96,33.034025,-85.039511
United States,Encinitas,California,1896.835,33.036944,-117.291111
United States,Westmorland,California,37.49,33.041058,-115.630723
United States,Morenci,Arizona,147.46,33.043593,-109.311517
United States,Kosciusko,Mississippi,22.495,33.0446,-89.572351
United States,Barnesville,Georgia,24.995,33.045713,-84.15147
United States,Lewisville,Texas,1913.135,33.046111,-96.993889
United States,Forsyth,Georgia,206.955,33.050764,-83.936209
United States,Julian,California,71.975,33.053355,-116.565812
United States,Rhome,Texas,262.69,33.054045,-97.481688
United States,Plano,Texas,5207.04,33.054972,-96.736454
United States,North Charleston,South Carolina,682.58,33.0562,-80.0759
United States,Nevada,Texas,62.61,33.05934,-96.387657
United States,Boyd,Texas,28.99,33.059367,-97.586797
United States,Josephine,Texas,255.84,33.061111,-96.306944
United States,Ralph,Alabama,24.995,33.062868,-87.744984
United States,Caddo Mills,Texas,23.44,33.068267,-96.239093
United States,Justin,Texas,319.295,33.073375,-97.309254
United States,Milledgeville,Georgia,227.435,33.0769,-83.3032
United States,Shelby,Alabama,25.5,33.078483,-86.553606
United States,Paradise,Texas,24.995,33.082607,-97.697423
United States,Duncanville,Alabama,18,33.082815,-87.494977
United States,Allen,Texas,1115.44,33.093383,-96.645433
United States,The Colony,Texas,1460.815,33.094023,-96.883574
United States,Sacaton,Arizona,24.995,33.097699,-111.775162
United States,Graham,Texas,135.96,33.099283,-98.583212
United States,Concord,Georgia,70.49,33.099836,-84.447025
United States,Zebulon,Georgia,107.485,33.100235,-84.310827
United States,Waynesboro,Georgia,105.48,33.101254,-81.990797
United States,Louisville,Mississippi,57.98,33.105824,-89.028653
United States,Argyle,Texas,1009.04,33.106244,-97.159977
