country,billing_city,billing_region,sum,latitude,longitude
United States,Point Pleasant Beach,New Jersey,121.88,40.080226,-74.065719
United States,Vernon,Utah,103.5,40.082609,-112.425961
United States,Star Junction,Pennsylvania,99.47,40.083198,-79.755461
United States,Honey Brook,Pennsylvania,44.995,40.083227,-75.88432
United States,Saint Clairsville,Ohio,24.995,40.083439,-80.902285
United States,Dacono,Colorado,160.96,40.08361,-104.929705
United States,Glenmoore,Pennsylvania,38.485,40.084602,-75.771103
United States,New Albany,Ohio,295.255,40.084686,-82.798793
United States,Lakewood,New Jersey,201.445,40.085043,-74.204199
United States,Lapel,Indiana,22.495,40.085429,-85.84395
United States,Mendon,Illinois,29.995,40.085658,-91.289923
United States,Wyncote,Pennsylvania,66.24,40.086673,-75.152417
United States,Landisville,Pennsylvania,97.49,40.08825,-76.414975
United States,Lafayette Hill,Pennsylvania,608.945,40.089597,-75.260052
United States,Central City,Pennsylvania,9.995,40.091257,-78.844753
United States,Croydon,Pennsylvania,160.925,40.093322,-74.899077
United States,King Of Prussia,Pennsylvania,953.1,40.095581,-75.373706
United States,Keenesburg,Colorado,57.765,40.095847,-104.446366
United States,Norristown,Pennsylvania,683.33,40.0959,-75.3733
United States,Dillsburg,Pennsylvania,63.225,40.096373,-77.03387
United States,Tilton,Illinois,7.995,40.096406,-87.644048
United States,Leola,Pennsylvania,120.65,40.096448,-76.192109
United States,Plain City,Ohio,113.165,40.097356,-83.269049
United States,Chester Springs,Pennsylvania,168.475,40.097781,-75.639769
United States,Benkelman,Nebraska,5.495,40.098049,-101.534354
United States,Greenville,Ohio,115.955,40.098726,-84.634189
United States,Dublin,Ohio,803.22,40.099167,-83.114167
United States,Frederick,Colorado,408.09,40.099167,-104.936667
United States,Jenkintown,Pennsylvania,158.965,40.100477,-75.117273
United States,New Holland,Pennsylvania,181.175,40.100511,-76.080136
United States,Riverton,Nebraska,32.495,40.101626,-98.785819
United States,King Of Prussia,Pennsylvania,953.1,40.1024,-75.4785
United States,Bridgeport,Pennsylvania,38.985,40.103042,-75.340234
United States,Martins Ferry,Ohio,24.995,40.103597,-80.736125
United States,Niwot,Colorado,54.99,40.103889,-105.170278
United States,Columbus,Ohio,7643.565,40.105155,-83.010069
United States,Saint Paris,Ohio,24.995,40.105755,-83.963062
United States,Alexandria,Ohio,29.995,40.105965,-82.607683
United States,Urbana,Ohio,127.725,40.106639,-83.767142
United States,Flourtown,Pennsylvania,166.655,40.106774,-75.21148
United States,Mount Joy,Pennsylvania,410,40.106828,-76.507551
United States,Brielle,New Jersey,190.405,40.107727,-74.063511
United States,Plymouth Meeting,Pennsylvania,195.325,40.107735,-75.279559
United States,Bristol,Pennsylvania,180.925,40.109174,-74.860718
United States,Urbana,Illinois,748.195,40.109522,-88.203631
United States,Glenside,Pennsylvania,384.18,40.10959,-75.154964
United States,Stoystown,Pennsylvania,140.74,40.109886,-78.955978
United States,Spanish Fork,Utah,918.695,40.10991,-111.646246
United States,Redway,California,24.995,40.110081,-123.844194
United States,Sheridan,Indiana,37.985,40.110407,-86.236741
United States,Bensalem,Pennsylvania,837.26,40.110881,-74.937753
United States,Champaign,Illinois,1649.625,40.111017,-88.240747
United States,Darlington,Indiana,16.2,40.111778,-86.764505
United States,Firestone,Colorado,173.405,40.1125,-104.936111
United States,Wymore,Nebraska,3.715,40.112955,-96.661326
United States,Oreland,Pennsylvania,129.965,40.113197,-75.18685
United States,Thorntown,Indiana,15.995,40.113335,-86.589822
United States,Cairnbrook,Pennsylvania,24.995,40.114472,-78.810082
United States,Westerville,Ohio,1487.2,40.114569,-82.910504
United States,Anderson,Indiana,375.925,40.114577,-85.725305
United States,Philadelphia,Pennsylvania,14562.685,40.1162,-75.0141
United States,Oakwood,Illinois,67.495,40.116656,-87.7825
United States,Covington,Ohio,45.99,40.11756,-84.349646
United States,Florence,New Jersey,116.665,40.118025,-74.805515
United States,Mount Holly Springs,Pennsylvania,39.23,40.118356,-77.190807
United States,Veedersburg,Indiana,29.99,40.118616,-87.260167
United States,Saint Joseph,Illinois,322.185,40.120736,-88.047232
United States,Jackson,New Jersey,351.05,40.120964,-74.301709
United States,Manasquan,New Jersey,100.225,40.121693,-74.061055
United States,York Haven,Pennsylvania,41.115,40.122154,-76.773725
United States,Rushville,Illinois,27.385,40.124189,-90.560883
United States,Norristown,Pennsylvania,683.33,40.124464,-75.330446
United States,Daleville,Indiana,77.485,40.125738,-85.511016
United States,Phoenixville,Pennsylvania,793.01,40.126704,-75.527192
United States,Cicero,Indiana,47.995,40.126781,-86.024844
United States,Cream Ridge,New Jersey,12.495,40.127907,-74.499425
United States,Abington,Pennsylvania,189.985,40.128141,-75.128918
United States,Bradford,Ohio,72.005,40.128558,-84.429288
United States,Huntingdon Valley,Pennsylvania,236.545,40.129686,-75.058979
United States,Forest Ranch,California,32.715,40.129931,-121.500205
United States,Yuma,Colorado,9.995,40.130063,-102.707174
United States,Kimberton,Pennsylvania,73.105,40.130556,-75.5725
United States,Longmont,Colorado,1488.17,40.130615,-104.950446
United States,Bryn Athyn,Pennsylvania,7.495,40.131389,-75.067778
United States,Frazeysburg,Ohio,9.995,40.131616,-82.129279
United States,Covington,Indiana,25.5,40.132618,-87.381876
United States,Newburg,Pennsylvania,12.49,40.13333,-77.566915
United States,Mapleton,Utah,481.095,40.133711,-111.580122
United States,Sea Girt,New Jersey,29.995,40.134522,-74.043604
United States,Mont Clare,Pennsylvania,95.615,40.13642,-75.499931
United States,Danville,Illinois,482.315,40.136976,-87.621737
United States,Fort Washington,Pennsylvania,132.835,40.138592,-75.202175
United States,Stahlstown,Pennsylvania,69.505,40.138593,-79.344473
United States,Ogden,Illinois,22.5,40.140117,-87.966499
United States,Allenwood,New Jersey,9.995,40.141389,-74.100278
United States,Greenville,California,93.225,40.142404,-120.927299
United States,Cedar Valley,Utah,46.245,40.142516,-111.968985
United States,Bordentown,New Jersey,139.48,40.143141,-74.703249
United States,Dresher,Pennsylvania,75.235,40.143141,-75.162379
United States,Belle Vernon,Pennsylvania,137.48,40.14368,-79.83454
United States,Canton,Missouri,39.99,40.143695,-91.547987
United States,Smithton,Pennsylvania,82.485,40.144267,-79.731277
United States,Columbus,Ohio,7643.565,40.1444,-82.9789
United States,Johnstown,Ohio,276.505,40.14452,-82.697284
United States,Boiling Springs,Pennsylvania,20.25,40.144873,-77.119489
United States,Lincoln,Illinois,52.99,40.14508,-89.368376
United States,Lewisberry,Pennsylvania,76.355,40.146295,-76.870004
United States,Willow Grove,Pennsylvania,377.45,40.146725,-75.121297
United States,Atlanta,Indiana,23.99,40.146964,-85.933945
United States,Howell,New Jersey,524.075,40.148096,-74.213683
United States,Piqua,Ohio,302.435,40.148621,-84.253053
United States,Clinton,Illinois,68.775,40.148708,-88.96266
United States,Hooversville,Pennsylvania,9.995,40.148776,-78.914071
United States,Fairbury,Nebraska,92.365,40.148817,-97.183918
United States,Feasterville Trevose,Pennsylvania,89.475,40.151188,-74.983758
United States,Yampa,Colorado,79.98,40.1525,-106.908056
United States,Powell,Ohio,600.425,40.152652,-83.074921
United States,Spring Lake,New Jersey,86.535,40.154198,-74.037885
United States,Westerville,Ohio,1487.2,40.1545,-82.9097
United States,Etters,Pennsylvania,17,40.154506,-76.801861
United States,Morgantown,Pennsylvania,281.35,40.155248,-75.899802
United States,Elizabethtown,Pennsylvania,201.965,40.155331,-76.602545
United States,Eagleville,Pennsylvania,305.34,40.1567,-75.4045
United States,Elverson,Pennsylvania,29.985,40.156781,-75.786563
United States,Chesterfield,New Jersey,44.625,40.158353,-74.666838
United States,Allentown,New Jersey,110.535,40.158922,-74.59093
United States,Blue Bell,Pennsylvania,186.935,40.15939,-75.279656
United States,Springville,Utah,622.925,40.162528,-111.598664
United States,Lititz,Pennsylvania,183.255,40.162573,-76.29926
United States,Ambler,Pennsylvania,792.615,40.166318,-75.207234
United States,Levittown,Pennsylvania,425.425,40.168142,-74.823138
United States,Muncie,Indiana,293.115,40.168414,-85.380689
United States,Selma,Indiana,84.74,40.169295,-85.273765
United States,Manheim,Pennsylvania,315.435,40.170229,-76.416794
United States,Washington,Pennsylvania,468.765,40.171687,-80.255957
United States,Hebron,Nebraska,109.455,40.172807,-97.605228
United States,Mount Pleasant,Pennsylvania,50.23,40.174179,-79.513383
United States,Fort Washington,Pennsylvania,132.835,40.1744,-74.923
United States,Fairless Hills,Pennsylvania,104.735,40.174822,-74.851923
United States,Langhorne,Pennsylvania,438.38,40.175055,-74.915101
United States,Ephrata,Pennsylvania,494.84,40.175641,-76.182093
United States,Spring City,Pennsylvania,167.975,40.176477,-75.56969
United States,Longmont,Colorado,1488.17,40.177921,-105.10095
United States,Hatboro,Pennsylvania,148.72,40.178547,-75.107182
United States,Red Bluff,California,710.705,40.179535,-122.238281
United States,Conesville,Ohio,9.995,40.180441,-81.895074
United States,Lovelock,Nevada,153.97,40.1819,-118.468915
United States,Horsham,Pennsylvania,107.645,40.182057,-75.147932
United States,Linden,Indiana,21.25,40.183316,-86.890549
United States,Yorktown,Indiana,169.35,40.183581,-85.495995
United States,Milan,Missouri,128.945,40.184435,-93.136149
United States,Newville,Pennsylvania,230.965,40.185468,-77.411401
United States,Alum Bank,Pennsylvania,17,40.185833,-78.620591
United States,Eighty Four,Pennsylvania,50.435,40.186821,-80.062695
United States,Spring House,Pennsylvania,24.995,40.186954,-75.237501
United States,Collegeville,Pennsylvania,774.755,40.189277,-75.448762
United States,Southampton,Pennsylvania,126.425,40.190212,-75.005994
United States,Kirksville,Missouri,139.11,40.190765,-92.585634
United States,Galena,Ohio,111.735,40.191546,-82.895937
United States,Avon By The Sea,New Jersey,43.34,40.191796,-74.016737
United States,Royersford,Pennsylvania,191.44,40.19286,-75.530548
United States,Monongahela,Pennsylvania,59.985,40.193728,-79.924127
United States,Parker City,Indiana,9.995,40.193841,-85.196265
United States,Farmland,Indiana,44.99,40.194454,-85.125381
United States,Brashear,Missouri,40.495,40.195891,-92.433253
United States,Mahomet,Illinois,176.46,40.196437,-88.39283
United States,Lewis Center,Ohio,592.23,40.198333,-83.010278
United States,Mason City,Illinois,22.49,40.199938,-89.699256
United States,Worcester,Pennsylvania,45.485,40.201111,-75.346944
United States,Union City,Ohio,8.5,40.201773,-84.783209
United States,Bradley Beach,New Jersey,146.975,40.202308,-74.013166
United States,Carlisle,Pennsylvania,380.13,40.203877,-77.199526
United States,Middletown,Pennsylvania,456.06,40.204086,-76.733127
United States,Farmingdale,New Jersey,65.705,40.204312,-74.177864
United States,Wiggins,Colorado,123.985,40.205651,-104.052814
United States,Warminster,Pennsylvania,256.23,40.206676,-75.090513
United States,West Newton,Pennsylvania,4.995,40.207549,-79.757976
United States,Highspire,Pennsylvania,39.245,40.208348,-76.785303
United States,Neptune,New Jersey,383.335,40.211153,-74.054045
United States,Ocean Grove,New Jersey,9.995,40.211606,-74.009306
United States,Morrisville,Pennsylvania,72.51,40.212064,-74.822153
United States,Mechanicsburg,Pennsylvania,1294.035,40.214167,-77.008889
United States,Ansonia,Ohio,188.96,40.215064,-84.640642
United States,New Cumberland,Pennsylvania,35.495,40.215105,-76.868909
United States,North Wales,Pennsylvania,130.415,40.216593,-75.256483
United States,Richboro,Pennsylvania,197.91,40.216672,-75.002936
United States,Trenton,New Jersey,564.25,40.2169,-74.7433
United States,Trenton,New Jersey,564.25,40.2169,-74.7433
United States,Lawndale,Illinois,25.5,40.218056,-89.2825
United States,North Lewisburg,Ohio,21.25,40.222871,-83.561476
United States,Frankton,Indiana,43.74,40.228548,-85.77911
United States,Windber,Pennsylvania,316.905,40.228695,-78.830289
United States,Denver,Pennsylvania,115.65,40.229671,-76.115688
United States,Imler,Pennsylvania,9.995,40.23186,-78.516719
United States,Provo,Utah,826.355,40.231949,-111.675504
United States,Mead,Colorado,122.58,40.233333,-104.998056
United States,Russia,Ohio,9.995,40.234065,-84.412255
United States,Bowen,Illinois,29.24,40.234076,-91.070491
United States,Asbury Park,New Jersey,172.695,40.235571,-74.029486
United States,Lyons,Colorado,80.48,40.235715,-105.323071
United States,Ewing,New Jersey,97.12,40.237687,-74.782062
United States,Lansdale,Pennsylvania,993.99,40.237776,-75.295512
United States,Camp Hill,Pennsylvania,385.515,40.2397,-76.9202
United States,Houston,Pennsylvania,19.125,40.242492,-80.220937
United States,Pottstown,Pennsylvania,926.075,40.242989,-75.639256
United States,Farmer City,Illinois,44.99,40.244689,-88.663385
United States,Ligonier,Pennsylvania,12534.75,40.245133,-79.236666
United States,Pottstown,Pennsylvania,926.075,40.245278,-75.65
United States,Freehold,New Jersey,741.825,40.245776,-74.276822
United States,Newtown,Pennsylvania,540.56,40.245817,-74.94313
United States,Warrington,Pennsylvania,53.485,40.246438,-75.135392
United States,Schwenksville,Pennsylvania,621.41,40.247087,-75.460155
United States,Lemoyne,Pennsylvania,31.995,40.247158,-76.89757
United States,Marysville,Ohio,744.415,40.247723,-83.362213
United States,Houston,Ohio,9.995,40.253478,-84.352109
United States,Fort Morgan,Colorado,77.975,40.254084,-103.803119
United States,Alexandria,Indiana,149.98,40.256081,-85.668148
United States,Birdsboro,Pennsylvania,32.985,40.256304,-75.834373
United States,Jamison,Pennsylvania,56.91,40.256599,-75.096093
United States,Mohnton,Pennsylvania,209.685,40.258442,-75.98332
United States,Atlanta,Illinois,29.995,40.258624,-89.230021
United States,Finleyville,Pennsylvania,45.16,40.259301,-79.97531
United States,Bethany,Missouri,31.245,40.260055,-94.018863
United States,Romney,Indiana,30.17,40.2605,-86.904412
United States,Harrisburg,Pennsylvania,1241.65,40.261767,-76.883079
United States,West Liberty,Ohio,124.715,40.262541,-83.752763
United States,Hershey,Pennsylvania,75.635,40.263767,-76.654518
United States,Oakhurst,New Jersey,49.5,40.26479,-74.018413
United States,Sunbury,Ohio,228.895,40.265499,-82.851051
United States,Elizabeth,Pennsylvania,147.96,40.265575,-79.856842
United States,Harleysville,Pennsylvania,240.505,40.265922,-75.388335
United States,Hightstown,New Jersey,75.745,40.266885,-74.524993
United States,Novinger,Missouri,21.25,40.268513,-92.717236
United States,Green Castle,Missouri,169.42,40.270325,-92.877966
United States,Beatrice,Nebraska,168.105,40.270509,-96.743494
United States,Canonsburg,Pennsylvania,330.46,40.270743,-80.153153
United States,Douglassville,Pennsylvania,24.49,40.270876,-75.739673
United States,Colmar,Pennsylvania,95.365,40.271814,-75.266861
United States,Avella,Pennsylvania,20.245,40.273386,-80.456503
United States,Newcomerstown,Ohio,15.3,40.273895,-81.593969
United States,Ostrander,Ohio,18,40.273971,-83.197813
United States,Coshocton,Ohio,5.495,40.275412,-81.866033
United States,Venetia,Pennsylvania,295.92,40.275451,-80.059849
United States,Hatfield,Pennsylvania,53.34,40.277826,-75.297507
United States,Hummelstown,Pennsylvania,613.455,40.278199,-76.709375
United States,Elwood,Indiana,105.155,40.280278,-85.839055
United States,Ridgeville,Indiana,9.995,40.280359,-85.037101
United States,Cambridge,Nebraska,34.995,40.280767,-100.167579
United States,Attica,Indiana,53.985,40.281127,-87.224108
United States,Zieglerville,Pennsylvania,27,40.281673,-75.485462
United States,Tipton,Indiana,9.995,40.281725,-86.043291
United States,Centerburg,Ohio,77.97,40.286513,-82.680039
United States,Sidney,Ohio,85.025,40.287357,-84.162223
United States,West Long Branch,New Jersey,193.47,40.287811,-74.016221
United States,Frankfort,Indiana,34.24,40.288404,-86.511387
United States,Chalfont,Pennsylvania,401.085,40.289175,-75.214938
United States,Washington Crossing,Pennsylvania,47.49,40.291906,-74.882859
United States,Albany,Indiana,65.985,40.292049,-85.257987
United States,Enola,Pennsylvania,147.095,40.292178,-76.943208
United States,South Park,Pennsylvania,19.665,40.292199,-80.001144
United States,Latrobe,Pennsylvania,109.95,40.292625,-79.410278
United States,Delaware,Ohio,980.155,40.293186,-83.072312
United States,Furlong,Pennsylvania,68.19,40.294518,-75.064946
United States,Havana,Illinois,17.49,40.295995,-90.04952
United States,Bradenville,Pennsylvania,24.995,40.296094,-79.309679
United States,Schaefferstown,Pennsylvania,85.98,40.298333,-76.294722
United States,Clairton,Pennsylvania,24.995,40.298917,-79.910096
United States,Fisher,Illinois,138.32,40.299126,-88.355991
United States,Long Branch,New Jersey,455.505,40.299204,-73.991176
United States,Berthoud,Colorado,283.025,40.299333,-105.105459
United States,Palmyra,Pennsylvania,289.25,40.301055,-76.58861
United States,Colts Neck,New Jersey,58.44,40.301225,-74.177988
United States,Gifford,Illinois,54.98,40.302755,-88.031705
United States,Eatontown,New Jersey,181.61,40.302815,-74.06978
United States,Cranbury,New Jersey,25.5,40.303868,-74.506531
United States,Gilbertsville,Pennsylvania,160.715,40.305941,-75.595296
United States,Englishtown,New Jersey,123.47,40.306274,-74.330613
United States,Greensburg,Pennsylvania,681.555,40.307359,-79.542439
United States,Titusville,New Jersey,397.61,40.307728,-74.865469
United States,Williamsport,Indiana,94.73,40.309435,-87.278689
United States,Roosevelt,Utah,50.36,40.310229,-110.010782
United States,Milliken,Colorado,88.49,40.310656,-104.876137
United States,Rantoul,Illinois,22.5,40.310742,-88.146179
United States,Davenport,Nebraska,5.495,40.310782,-97.80496
United States,Blue Hill,Nebraska,20,40.31102,-98.426955
United States,Souderton,Pennsylvania,62.235,40.312796,-75.321339
United States,Dewey,Illinois,21.25,40.313055,-88.276966
United States,Orem,Utah,1157.88,40.313407,-111.695293
United States,Perkiomenville,Pennsylvania,158.29,40.31566,-75.50218
United States,Oceanport,New Jersey,67.495,40.31573,-74.016372
United States,Armington,Illinois,165.22,40.317046,-89.321775
United States,Newmanstown,Pennsylvania,39.665,40.317938,-76.2426
United States,Marlboro,New Jersey,111.205,40.31825,-74.263871
United States,Irwin,Pennsylvania,331.81,40.319227,-79.723855
United States,Doylestown,Pennsylvania,573.58,40.320391,-75.129987
United States,Telford,Pennsylvania,214.58,40.320478,-75.352001
United States,Bethel Park,Pennsylvania,420.315,40.320984,-80.039793
United States,Hildreth,Nebraska,34.99,40.321743,-99.057128
United States,Johnstown,Pennsylvania,230.765,40.325957,-78.91408
United States,East Freedom,Pennsylvania,157.6,40.328197,-78.447519
United States,Shrewsbury,New Jersey,192.96,40.328198,-74.058892
United States,Jeannette,Pennsylvania,229.46,40.32947,-79.614412
United States,Follansbee,West Virginia,35.255,40.329552,-80.584954
United States,Shermans Dale,Pennsylvania,218.93,40.329898,-77.180856
United States,Fort Loramie,Ohio,25.5,40.330632,-84.374131
United States,Heyworth,Illinois,37.995,40.3307,-88.977608
United States,Plainsboro,New Jersey,54.985,40.332432,-74.568836
United States,Pennington,New Jersey,198.715,40.333858,-74.794352
United States,Boyertown,Pennsylvania,641.935,40.333905,-75.660368
United States,Marysville,Pennsylvania,22.5,40.335062,-76.972204
United States,Little Silver,New Jersey,251.69,40.335393,-74.041319
United States,Johnstown,Colorado,559.365,40.335526,-104.923558
United States,Lebanon,Pennsylvania,410,40.335912,-76.425895
United States,Lincroft,New Jersey,146.945,40.33689,-74.120469
United States,Manor,Pennsylvania,9.995,40.33822,-79.671221
United States,Summitville,Indiana,22.5,40.339833,-85.640261
United States,Bellflower,Illinois,21.25,40.340091,-88.522702
United States,Mckeesport,Pennsylvania,64.285,40.341147,-79.810519
United States,Lindon,Utah,341.755,40.34119,-111.714358
United States,Monroe Township,New Jersey,297.17,40.342475,-74.433568
United States,Maryville,Missouri,105.23,40.343399,-94.873479
United States,Greentop,Missouri,18.995,40.344593,-92.55667
United States,Holmdel,New Jersey,312.995,40.345,-74.184444
United States,Reading,Pennsylvania,920.05,40.346621,-75.935132
United States,Bridgeville,Pennsylvania,217.19,40.347195,-80.115293
United States,Eagle Mountain,Utah,1269.765,40.3472,-111.9888
United States,Saratoga Springs,Utah,956.515,40.3486,-111.9132
United States,Stockton,Utah,24.995,40.350451,-112.425214
United States,Bluebell,Utah,37.49,40.351728,-110.294122
United States,Morganville,New Jersey,302.675,40.352917,-74.277863
United States,Green Lane,Pennsylvania,24.995,40.353377,-75.435148
United States,Red Bank,New Jersey,401.93,40.354083,-74.080003
United States,Warsaw,Illinois,37.995,40.354449,-91.434803
United States,New Hope,Pennsylvania,5.495,40.355613,-74.983889
United States,Ipava,Illinois,147.745,40.359375,-90.296744
United States,Fair Haven,New Jersey,9.995,40.359873,-74.038891
United States,Bellefontaine,Ohio,177.83,40.360472,-83.757076
United States,Grantville,Pennsylvania,42.985,40.360629,-76.671331
United States,Sellersville,Pennsylvania,9.345,40.362024,-75.318953
United States,Langeloth,Pennsylvania,36.985,40.365,-80.414167
United States,West Mifflin,Pennsylvania,48,40.366535,-79.89429
United States,Princeton,New Jersey,725.67,40.366633,-74.640832
United States,Delavan,Illinois,12.49,40.369029,-89.532133
United States,Cottonwood,California,74.98,40.369072,-122.337463
United States,Steubenville,Ohio,218.22,40.370638,-80.66115
United States,Rumson,New Jersey,186.445,40.371829,-74.000618
United States,Pleasant Grove,Utah,465.035,40.371986,-111.733284
United States,Gnadenhutten,Ohio,86.49,40.372123,-81.405858
United States,Harrison City,Pennsylvania,77.98,40.372455,-79.679754
United States,Lambertville,New Jersey,224.37,40.373122,-74.926605
United States,Womelsdorf,Pennsylvania,30.395,40.374333,-76.198511
United States,Jewett,Ohio,30.245,40.37446,-81.000379
United States,Red Hill,Pennsylvania,8.5,40.375807,-75.484613
United States,Perkasie,Pennsylvania,313.815,40.376526,-75.264803
United States,Auburn,Nebraska,101.175,40.378889,-95.852646
United States,Myerstown,Pennsylvania,88.315,40.378949,-76.314328
United States,Deweese,Nebraska,63.98,40.379234,-98.177199
United States,Evans,Colorado,323.96,40.380255,-104.697095
United States,Kingston,New Jersey,25.5,40.380465,-74.616071
United States,Barto,Pennsylvania,71.745,40.381501,-75.574889
United States,Tabiona,Utah,51.48,40.382691,-110.702108
United States,Oley,Pennsylvania,9.995,40.383312,-75.770575
United States,Dauphin,Pennsylvania,52.245,40.384581,-76.928304
United States,Presto,Pennsylvania,35.995,40.384664,-80.120922
United States,Loveland,Colorado,895.875,40.384917,-105.09164
United States,Mount Vernon,Ohio,18,40.384937,-82.487286
United States,Trafford,Pennsylvania,110.38,40.385155,-79.755157
United States,Holmdel,New Jersey,312.995,40.385853,-74.173971
United States,Summerhill,Pennsylvania,29.75,40.388959,-78.755979
United States,Marengo,Ohio,133.74,40.389512,-82.812136
United States,Burgettstown,Pennsylvania,19.99,40.390114,-80.444485
United States,Hopewell,New Jersey,231.43,40.390224,-74.770963
United States,Uhrichsville,Ohio,193.465,40.390502,-81.337365
United States,Minster,Ohio,32.985,40.390983,-84.372895
United States,Pennsburg,Pennsylvania,294.97,40.391138,-75.486608
United States,American Fork,Utah,424.575,40.392784,-111.794107
United States,Estes Park,Colorado,16.49,40.393611,-105.494167
United States,Monmouth Junction,New Jersey,230.2,40.394391,-74.547021
United States,Lehi,Utah,1998.945,40.395845,-111.850606
United States,Middletown,New Jersey,587.445,40.396018,-74.113908
United States,Kersey,Colorado,12.395,40.396305,-104.528768
United States,Old Bridge,New Jersey,211.035,40.398045,-74.323553
United States,Ruby Valley,Nevada,9.995,40.399514,-115.231219
United States,Bally,Pennsylvania,27.62,40.400557,-75.587483
United States,Fort Recovery,Ohio,42.24,40.401829,-84.76125
United States,Highlands,New Jersey,135.925,40.402377,-73.990912
United States,Temple,Pennsylvania,35.99,40.402504,-75.904582
United States,Carnegie,Pennsylvania,820.86,40.402941,-80.091532
United States,East Pittsburgh,Pennsylvania,10.49,40.403577,-79.83889
United States,West Mansfield,Ohio,40.485,40.404284,-83.524274
United States,Pitcairn,Pennsylvania,73.685,40.404787,-79.776951
United States,Anna,Ohio,9.995,40.405105,-84.210344
United States,Stone Creek,Ohio,22.495,40.405188,-81.589018
United States,Elvaston,Illinois,9.77,40.40662,-91.21642
United States,Atlantic Highlands,New Jersey,137.395,40.40772,-74.032411
United States,Duncannon,Pennsylvania,14.945,40.408678,-77.047254
United States,Keokuk,Iowa,10.995,40.409434,-91.398234
United States,Matawan,New Jersey,811.945,40.410876,-74.237955
United States,Rossville,Indiana,9.995,40.410928,-86.607966
United States,Turtle Creek,Pennsylvania,9.995,40.41135,-79.822046
United States,East Greenville,Pennsylvania,172.505,40.411876,-75.505618
United States,Weirton,West Virginia,19.99,40.413673,-80.568307
United States,Greeley,Colorado,1248.88,40.413968,-104.704756
United States,Russiaville,Indiana,6.4,40.415086,-86.267467
United States,Leesport,Pennsylvania,9,40.415216,-75.994421
United States,Colchester,Illinois,57.5,40.415643,-90.78456
United States,Howard,Ohio,5.625,40.415818,-82.333351
United States,Manito,Illinois,151.9,40.415991,-89.789791
United States,Ashley,Ohio,0,40.416264,-82.954201
United States,Susanville,California,106.475,40.416389,-120.651944
United States,Belford,New Jersey,116.215,40.417281,-74.088887
United States,Skillman,New Jersey,115.39,40.417312,-74.693828
United States,Leonardo,New Jersey,200.465,40.417704,-74.062265
United States,Lafayette,Indiana,883.47,40.417743,-86.888358
United States,Fairmount,Indiana,61.675,40.418755,-85.671327
United States,New Bloomfield,Pennsylvania,40.49,40.419325,-77.193836
United States,Green Valley,Illinois,27.985,40.41978,-89.654925
United States,Kendall Park,New Jersey,0,40.4208,-74.552921
United States,Hazlet,New Jersey,236.38,40.422554,-74.179896
United States,Lilly,Pennsylvania,27,40.423844,-78.62306
United States,Export,Pennsylvania,2.125,40.425185,-79.611021
United States,Pipersville,Pennsylvania,128.595,40.4262,-75.107398
United States,Duncansville,Pennsylvania,60.985,40.426228,-78.43833
United States,East Brunswick,New Jersey,1310.88,40.428395,-74.406381
United States,Oakdale,Pennsylvania,88.335,40.428734,-80.202615
United States,Port Monmouth,New Jersey,153.63,40.428886,-74.108259
United States,Monroeville,Pennsylvania,293.345,40.429026,-79.762279
United States,Portland,Indiana,109.99,40.430564,-84.992825
United States,Rock Port,Missouri,13.485,40.430581,-95.527403
United States,Honey Grove,Pennsylvania,10.625,40.430903,-77.57607
United States,Igo,California,21.25,40.431795,-122.654023
United States,Cliffwood,New Jersey,9.345,40.435281,-74.235759
United States,Jonestown,Pennsylvania,24.995,40.43607,-76.503842
United States,Richwood,Ohio,18,40.43698,-83.313639
United States,Bowerston,Ohio,57.5,40.437056,-81.18624
United States,Midvale,Ohio,17.995,40.437778,-81.373333
United States,Hollidaysburg,Pennsylvania,347.16,40.438727,-78.368627
United States,New Bremen,Ohio,106.335,40.438917,-84.3821
United States,Stockton,New Jersey,83.245,40.43974,-74.955419
United States,Keyport,New Jersey,152.74,40.439862,-74.199563
United States,Vernal,Utah,196.435,40.440613,-109.546883
United States,Quakertown,Pennsylvania,374.445,40.4411,-75.350667
United States,Blairsville,Pennsylvania,52.995,40.441262,-79.253329
United States,Keansburg,New Jersey,191.34,40.441363,-74.130633
United States,Franklin Park,New Jersey,17.99,40.442097,-74.536908
United States,Armagh,Pennsylvania,28.345,40.442452,-79.013055
United States,West Lafayette,Indiana,312.9,40.444025,-86.923661
United States,South River,New Jersey,124.1,40.444363,-74.380099
United States,Ringoes,New Jersey,59.995,40.44587,-74.828839
United States,Murrysville,Pennsylvania,226.62,40.446674,-79.684154
United States,Fleetwood,Pennsylvania,44.99,40.446766,-75.8144
United States,Holdrege,Nebraska,157.45,40.447527,-99.367233
United States,Baltic,Ohio,118.23,40.447568,-81.679171
United States,Milltown,New Jersey,256.83,40.449346,-74.439046
United States,Fredericksburg,Pennsylvania,59.985,40.452392,-76.42674
United States,North Brunswick,New Jersey,371.065,40.453767,-74.482285
United States,Holstein,Nebraska,8.99,40.454169,-98.653777
United States,Bernville,Pennsylvania,34.99,40.455061,-76.124732
United States,Paxton,Illinois,8.5,40.456546,-88.098989
United States,Anderson,California,437.635,40.457432,-122.328218
United States,Adams,Nebraska,5.495,40.457571,-96.53956
United States,Parlin,New Jersey,96.595,40.458701,-74.304981
United States,Sayreville,New Jersey,164.97,40.459167,-74.361389
